id,Prob
1,0.009979413198440685
2,0.059440064387642225
3,0.0838059389842129
4,0.2573011934005783
5,0.003174309443585774
6,0.2821123297815654
7,0.10206051142672479
8,0.07920850235200999
9,0.33488945507415335
10,0.0008207745938267514
11,0.10758903061991475
12,0.024522619153719043
13,0.012261898914213467
14,0.4178367191058761
15,0.00646333036270733
16,0.10781351305332411
17,0.41451638596006296
18,0.013176473911786267
19,0.018539256804750992
20,0.007250242106004545
21,0.22689014323051182
22,0.14641568679083505
23,0.22570942330849372
24,0.08461714519441793
25,0.08498501814964429
26,0.13963091509108844
27,0.0740547516877713
28,0.6907361366064495
29,0.05852243904281759
30,0.6496128446764807
31,0.19394135320898034
32,0.013023201233381836
33,0.012347480597192019
34,0.01398811732158246
35,0.0038772425639055576
36,0.013312203469759682
37,0.19071572265267084
38,0.3291262649138614
39,0.001452985065555113
40,0.0035452241781207833
41,0.03366589687788285
42,0.002760476717445989
43,0.0027848639087453618
44,0.42901700638138934
45,0.23556290136151983
46,0.10337313221118499
47,0.23614993291984632
48,0.06994294771742995
49,0.6862587628240581
50,0.01041215617713109
51,0.06601336610019626
52,0.013027964383064514
53,0.001953648085651309
54,0.008168031482609172
55,0.07139685683737369
56,0.0093883465353036
57,0.002498723604582082
58,0.41183276758012155
59,0.0017255256177429116
60,0.1266709067350248
61,0.3512890659020642
62,0.1915712391947765
63,0.24065331507710722
64,0.003505422846825016
65,0.034285326955594886
66,0.06873921380750035
67,0.012273711685799632
68,0.10457780105867215
69,0.41748345590158054
70,0.005052755039228604
71,0.02746572983036859
72,0.1367635738659589
73,0.10519413947303725
74,0.3404157416947547
75,0.006110231115700349
76,0.0005814059792886564
77,0.010769536863763052
78,0.001231648509851499
79,0.005731007686631435
80,0.8198669738308404
81,0.000936759567241113
82,0.00936501229579891
83,0.01749760335185633
84,0.01380754906585359
85,0.08524249294636244
86,0.013785557589038076
87,0.22678676841792939
88,0.013194363171527727
89,0.30279568107603017
90,0.24687811045647992
91,0.05775648662180823
92,0.6082895180245917
93,0.246246914210704
94,0.01067226377611384
95,0.01608973933945344
96,0.021590150727109236
97,0.10333414166762915
98,0.0030411695790139148
99,0.14921688004219014
100,0.20753400712943276
101,0.13690518705727597
102,0.03291166039029213
103,0.04471127714058423
104,0.22083989666206838
105,0.0031091359368172187
106,0.010781258806604127
107,0.07991224339704633
108,0.10829314592592147
109,0.005496853483092725
110,0.013665589987810195
111,0.16413150045747316
112,0.17760670779326831
113,0.35185062806996487
114,0.034566303091251256
115,0.18769299376485027
116,0.0009770408820011674
117,0.05666745555974772
118,0.5321802928911559
119,0.3677087617654251
120,0.20239699500486613
121,0.15095088743721866
122,0.010694934099719687
123,0.008891070532681655
124,0.6811450949150462
125,0.15878127237375617
126,0.2952361022753371
127,0.009018488628057543
128,0.0006853326420988942
129,0.0029893851736592595
130,0.012741281457756349
131,0.013500455126155346
132,0.3294756245524162
133,0.016781102697922747
134,0.030058288145687728
135,0.12746631736912914
136,0.3254413949206096
137,0.059182494505565036
138,0.022722453694787127
139,0.011052500583676007
140,0.010513079973381183
141,0.5387303334709115
142,0.38627967706856753
143,0.38880999581371445
144,0.22864432677759086
145,0.26083558898245185
146,0.18945669774922588
147,0.04166696836629942
148,0.05929624349331062
149,0.003560722049368137
150,0.2041762602262417
151,0.5364761956931289
152,0.05892392022149249
153,0.010046351908087257
154,0.22336586276927975
155,0.012650719931383425
156,0.033125180683245686
157,0.007380025438581876
158,0.0037522988913571793
159,0.0032533420771495977
160,0.010906997179327756
161,0.002510052008809472
162,0.041208355908077636
163,0.08498564352496803
164,0.07923521033845903
165,0.04653056068348253
166,0.6447126882489697
167,0.00340545082382946
168,0.398187883642648
169,0.01235366178904599
170,0.18245643153344432
171,0.05334947728014641
172,0.007849187133674013
173,0.0014348273313793908
174,0.16163035184741198
175,0.04797258662427979
176,0.0005574285218822549
177,0.06940304427104904
178,0.007714544237085524
179,0.0003126716291129132
180,0.14087640167894253
181,0.0415871953938464
182,0.11985751116032585
183,0.0036910170167953893
184,0.024056488774642053
185,0.12241824370323484
186,0.3641352275042444
187,0.027906495633191437
188,0.23131594701816385
189,0.12280017122245875
190,0.21708794412342305
191,0.003692104935357337
192,0.003500924947278053
193,0.013006594384031088
194,0.6382214449326687
195,0.007427144997356956
196,0.07785467913775428
197,0.04754230639542337
198,0.006869948136445056
199,0.07228106259138564
200,0.009435337231311819
201,0.4167625013794842
202,0.05390531725399875
203,8.89248729748247e-07
204,0.4843791768848876
205,0.13459825181579316
206,0.007336491433223255
207,0.0028234585884146313
208,0.20831814364701637
209,0.005577809586824083
210,0.012408965742030388
211,0.5097382823984917
212,0.044523050645757005
213,0.004792767961362497
214,0.5269986805933067
215,0.0008285957852344627
216,0.008232253853284143
217,0.2033482576188581
218,0.32027142904947825
219,0.05351161934035402
220,0.0009110926138952039
221,0.0006737314351480029
222,0.0032336930076182807
223,0.09150919201312892
224,0.008968936301930307
225,0.009610475146840547
226,0.0628718056831277
227,0.013657171684621454
228,0.16414003044703196
229,0.014336989628525885
230,0.21386857978537055
231,0.0029132667985661406
232,0.013029857979047339
233,0.08290354681955847
234,0.013623089682429843
235,0.006035859570468034
236,0.09767253112793683
237,0.1575221299589513
238,0.0030719188311866693
239,0.003119878054123335
240,0.003089774002008461
241,0.0035947243092384167
242,0.01340659399456095
243,0.048906269055592026
244,0.010322050297741492
245,0.13154540990328167
246,0.010992784114061453
247,0.40646819018046754
248,0.37816564088530524
249,0.02044003147918569
250,0.4109418047656433
251,0.04253939976069577
252,0.07573727621481317
253,0.056128335807348294
254,0.5425250104011089
255,0.05377936864174061
256,0.1017146518276406
257,0.12133928880066869
258,0.06258142903185518
259,0.012485932222290323
260,0.00025816412989740085
261,0.22842984463232022
262,0.010388094064272945
263,0.13079785042133438
264,0.23848944175331915
265,0.0027992310031951517
266,0.11194406709129721
267,0.01585009352071718
268,0.34071368708628474
269,0.25531855273154036
270,0.00282938651727884
271,0.006410842221684925
272,0.2528826509075849
273,0.2919682584004537
274,0.1887254844102117
275,0.014127787822048024
276,0.012736792995724753
277,0.3801294475821227
278,0.22859852253898896
279,0.013794909692229233
280,0.1349453239243584
281,0.011328903947472829
282,0.00278709882094841
283,0.010400543280353001
284,0.07258815998122914
285,0.3594208797303764
286,0.9960382390327139
287,0.05035715782543312
288,0.011894419666467301
289,0.0035043736636799555
290,0.024962627023844868
291,0.045438993744295525
292,0.01383640127371446
293,0.0029347039274462043
294,0.0035169070690560275
295,0.0033208060571566435
296,0.04712342145377936
297,0.0017920044677491019
298,0.2351036421073147
299,0.04675339124210649
300,0.4078130214570317
301,0.012456960035186839
302,0.051583463732173394
303,0.013778105760136538
304,0.37699342760115323
305,0.07488845098461633
306,0.04811794495686632
307,0.01472718974459583
308,0.04543288068769932
309,0.18306538811497278
310,0.2947450537522449
311,0.00991487870828561
312,0.0530696402785926
313,0.04283758240992948
314,0.2967560235607497
315,0.032481356924671155
316,0.0026934246169355923
317,0.06710823643460828
318,0.004102301996134238
319,0.00862422115067121
320,0.04011622320232376
321,0.006611924981352978
322,0.9887474319288944
323,0.0027964205886333643
324,0.2835075796006434
325,0.013571806093000866
326,0.2838547075732571
327,0.1107534502871953
328,0.7566991564572666
329,0.0060562685626436175
330,0.002053166860290817
331,0.6674362669757444
332,0.009961067842505006
333,0.2837875797311497
334,0.5196424679231569
335,0.0027998819388870377
336,0.0031665653426283897
337,0.05013100088994913
338,0.0025351658585928308
339,0.3976218860275931
340,0.44379079075300487
341,0.10106590067132443
342,0.06450180550732933
343,0.009204836242046288
344,0.3048549774951546
345,0.004654241250930791
346,0.042164731428664504
347,0.20933744841674679
348,0.4318610497171683
349,0.34967556929119364
350,0.06215125818109548
351,0.1451301696716252
352,0.014971717076788097
353,0.5166149407364949
354,0.190731755330206
355,0.12306195844741454
356,0.003246069408557392
357,0.008250261818243313
358,0.0030897441666564705
359,0.8341391983669584
360,0.9999136655248235
361,0.0054220018524916555
362,0.2515635397216759
363,0.0021091021563748855
364,0.05056340371674468
365,0.059936321259951075
366,0.00279893489160593
367,0.0094150529568896
368,0.5182557648819611
369,0.004406673111560793
370,0.13840747131741327
371,0.410131066810629
372,0.23464607564685236
373,0.0030392326809515536
374,0.15678250126888196
375,0.18707052230794646
376,0.005801765411337411
377,0.09711566413157294
378,0.09917201403544715
379,0.0038674321790015255
380,0.004179443611480151
381,0.015225697584827964
382,0.05444926603978121
383,0.013263069164021219
384,0.22168172029164543
385,0.2867386196054898
386,0.04557225566173713
387,0.009734262179198802
388,0.22790990410721157
389,0.002514681958645834
390,0.012891074419893352
391,0.5190566379730721
392,0.02026505695618622
393,0.010290467115774025
394,0.0029350556144631342
395,0.0025362694130687895
396,0.009999151022152897
397,0.10552085114648224
398,0.07592106463697233
399,0.17147996469582674
400,0.4504371075311518
401,0.2453902678297106
402,0.011777636613291384
403,0.42099836602621304
404,0.10339628663025224
405,0.01063388572841827
406,0.013215178274492317
407,0.012348530762060553
408,0.0034451182647887136
409,0.0016489413941100483
410,0.013117559240548872
411,0.034583483186755304
412,0.0005264563563561358
413,0.0007274369077589493
414,0.012201264226823515
415,0.014641146884470978
416,0.0034162679441359775
417,0.05784460487103002
418,0.2869611905173819
419,0.5244664096329262
420,0.20822855783799063
421,0.042295272780221285
422,0.4523825319233111
423,0.009968317676119037
424,0.5254144387070473
425,0.0030067159188729106
426,0.009430659078352817
427,0.06346250098904771
428,0.18299908988664984
429,0.006603256909028705
430,0.7987298522692835
431,0.10919145364978594
432,0.0028101906677602023
433,0.005174014483665778
434,0.04455881128148015
435,0.012341841731785864
436,0.00428042900276181
437,0.6418475322925192
438,0.20045481388429426
439,0.011810306698845944
440,0.054476520127983756
441,0.2608583762519216
442,0.02599680877449269
443,0.09905184218220102
444,0.04916426998052173
445,0.11179962265725772
446,0.6195265156857664
447,0.07099829485538098
448,0.06624882425778274
449,0.024036209404379512
450,0.042415761893751076
451,0.00567721781919707
452,0.0027929757345290227
453,0.010595382277475513
454,0.0414605349168898
455,0.012464027761426645
456,0.018570629643781682
457,0.002559608159992559
458,0.00258896177117426
459,0.006814152735571222
460,0.000805628405015173
461,0.06324821275397151
462,0.05175318787499747
463,0.048556008164851804
464,0.0334886226550346
465,0.012150077437736674
466,0.29746303532150603
467,0.7302887996233104
468,0.25702720898418213
469,0.00019563982207822123
470,0.00020537642142043114
471,0.0019517411214918239
472,0.0036251509876245175
473,0.7476459754698377
474,0.024925786858977065
475,0.555790573763699
476,0.03419078019404408
477,0.08075667491009271
478,0.25220028452087384
479,0.043483115681232976
480,0.04300632025059346
481,0.8405351801268593
482,0.3163702272716065
483,0.009045940239615032
484,0.22195755785525753
485,0.0013471455249663101
486,0.29955426960728326
487,0.00019953132978311493
488,0.03446054273525762
489,0.07002315684520909
490,0.080362584726945
491,0.035148341205100145
492,0.09177294585339342
493,0.0006550363567493869
494,0.12657744306605176
495,0.10462473230603783
496,0.02122756691147468
497,0.04075956609415744
498,0.002822321134263055
499,0.011917267300970572
